d1,d2,d3,open,high
04,08,2015,2510,2520.800049
05,08,2015,2510,2547.850098
06,08,2015,2550,2582
07,08,2015,2574.300049,2574.300049
10,08,2015,2563,2588
11,08,2015,2570,2609.949951
12,08,2015,2603,2689.600098
13,08,2015,2671.5,2682.5
14,08,2015,2635.100098,2713
17,08,2015,2694,2694
18,08,2015,2700,2746
19,08,2015,2750,2750.949951
20,08,2015,2732,2732
21,08,2015,2690.300049,2727.800049
24,08,2015,2675,2675
25,08,2015,2585,2618.100098
26,08,2015,2565.449951,2638.949951
27,08,2015,2615.199951,2615.199951
28,08,2015,2599,2604.899902
31,08,2015,2583.850098,2588.449951
01,09,2015,2567,2610
02,09,2015,2560,2619
03,09,2015,2614,2614
04,09,2015,2625,2625
07,09,2015,2552,2559.5
08,09,2015,2543,2563.699951
09,09,2015,2560,2575
10,09,2015,2540,2576
11,09,2015,2549.899902,2568
14,09,2015,2555,2564.699951
15,09,2015,2550.75,2558
16,09,2015,2548,2563.949951
18,09,2015,2551.149902,2585
21,09,2015,2538,2554.149902
22,09,2015,2554.149902,2572
23,09,2015,2527,2557.300049
24,09,2015,2534,2583.949951
28,09,2015,2575.600098,2618.949951
29,09,2015,2572,2632
30,09,2015,2630,2641.800049
01,10,2015,2600,2645
05,10,2015,2639.699951,2769
06,10,2015,2725,2725.399902
07,10,2015,2695.699951,2716.449951
08,10,2015,2665.050049,2678
09,10,2015,2678,2678
12,10,2015,2667,2670
13,10,2015,2605,2612.449951
14,10,2015,2550,2550
15,10,2015,2490,2505
16,10,2015,2490,2492
19,10,2015,2478,2493
20,10,2015,2493,2529.800049
21,10,2015,2526.75,2542.199951
23,10,2015,2525.5,2542
26,10,2015,2545,2548
27,10,2015,2535.199951,2543.949951
28,10,2015,2526,2530
29,10,2015,2530,2530
30,10,2015,2501,2511
02,11,2015,2497,2516.899902
03,11,2015,2520,2545.550049
04,11,2015,2551,2551
05,11,2015,2538.949951,2539
06,11,2015,2488,2515.600098
09,11,2015,2484,2500.600098
10,11,2015,2476,2478
13,11,2015,2461.699951,2465
16,11,2015,2400,2400
17,11,2015,2381,2398.449951
18,11,2015,2390.550049,2390.550049
19,11,2015,2370,2381.25
20,11,2015,2364.100098,2422
23,11,2015,2413.899902,2413.899902
24,11,2015,2388,2391.899902
26,11,2015,2370.100098,2381.800049
27,11,2015,2346,2357.899902
30,11,2015,2360,2381.300049
01,12,2015,2365,2378.399902
02,12,2015,2367,2370.949951
03,12,2015,2366,2372.550049
04,12,2015,2339.800049,2340
07,12,2015,2331,2345
08,12,2015,2323,2348.5
09,12,2015,2330,2371
10,12,2015,2370,2392.399902
11,12,2015,2395,2395
14,12,2015,2344.899902,2384.449951
15,12,2015,2380,2384.899902
16,12,2015,2397.949951,2414.550049
17,12,2015,2420,2445.75
18,12,2015,2437.550049,2437.550049
21,12,2015,2410,2448
22,12,2015,2441.050049,2441.050049
23,12,2015,2411.350098,2435
24,12,2015,2420,2435.949951
28,12,2015,2433.350098,2462.899902
29,12,2015,2460,2464.5
30,12,2015,2452,2457
31,12,2015,2420,2448
01,01,2016,2432.100098,2436.350098
04,01,2016,2416.100098,2416.100098
05,01,2016,2383,2386.350098
06,01,2016,2365,2384.5
07,01,2016,2375,2379.699951
08,01,2016,2380,2409
11,01,2016,2396.449951,2396.449951
12,01,2016,2367.949951,2367.949951
13,01,2016,2317,2327.949951
14,01,2016,2275,2297.5
15,01,2016,2290,2291.350098
18,01,2016,2270,2291
19,01,2016,2283,2293
20,01,2016,2279,2282.5
21,01,2016,2280,2286.25
22,01,2016,2266,2301
25,01,2016,2295.149902,2338.800049
27,01,2016,2305.949951,2327.949951
28,01,2016,2310,2347
29,01,2016,2339,2398.25
01,02,2016,2392,2412
02,02,2016,2408,2430.5
03,02,2016,2377,2422.899902
04,02,2016,2420,2437.550049
05,02,2016,2406.100098,2439.949951
08,02,2016,2415,2415
09,02,2016,2331,2332
10,02,2016,2280,2290
11,02,2016,2271.100098,2285
12,02,2016,2198,2242
15,02,2016,2245.600098,2306.5
16,02,2016,2270,2281
17,02,2016,2270.699951,2281.899902
18,02,2016,2280.050049,2319.449951
19,02,2016,2314,2325.300049
22,02,2016,2320.5,2343.449951
23,02,2016,2316,2320
24,02,2016,2264,2264
25,02,2016,2222,2238
26,02,2016,2238,2256.949951
29,02,2016,2214,2230
01,03,2016,2182.5,2284.5
02,03,2016,2291.100098,2330
03,03,2016,2324,2389.5
04,03,2016,2373,2377.949951
08,03,2016,2359.050049,2365
09,03,2016,2350,2368.850098
10,03,2016,2356,2356
11,03,2016,2348,2389.899902
14,03,2016,2370,2396.899902
15,03,2016,2355,2356.949951
16,03,2016,2323.399902,2331
17,03,2016,2330.100098,2361.649902
18,03,2016,2363,2435
21,03,2016,2430,2457
22,03,2016,2446,2485
23,03,2016,2478,2485
28,03,2016,2474.699951,2517.949951
29,03,2016,2475,2486.399902
30,03,2016,2470,2503
31,03,2016,2488,2534
01,04,2016,2505.050049,2520.949951
04,04,2016,2469,2487.800049
05,04,2016,2472.300049,2484
06,04,2016,2465,2487.5
07,04,2016,2478.899902,2483.399902
08,04,2016,2465,2466.899902
11,04,2016,2450,2514.449951
12,04,2016,2506.649902,2519.25
13,04,2016,2525,2543.399902
18,04,2016,2523.149902,2553.149902
20,04,2016,2522.399902,2548
21,04,2016,2462,2466.899902
22,04,2016,2411,2435
25,04,2016,2417,2454.199951
26,04,2016,2435,2492.800049
27,04,2016,2489.899902,2512
28,04,2016,2508,2536.350098
29,04,2016,2520,2539.600098
02,05,2016,2530.050049,2530.050049
03,05,2016,2520,2530
04,05,2016,2471,2492.100098
05,05,2016,2480.649902,2490.399902
06,05,2016,2470,2484
09,05,2016,2472.149902,2519.899902
10,05,2016,2514,2532.850098
11,05,2016,2515,2524
12,05,2016,2519,2570
13,05,2016,2565,2565
16,05,2016,2524,2563.949951
17,05,2016,2556,2590.850098
18,05,2016,2570.199951,2570.199951
19,05,2016,2550,2559.899902
20,05,2016,2564.949951,2565
23,05,2016,2532,2547.75
24,05,2016,2483.899902,2488
25,05,2016,2488.550049,2532
26,05,2016,2526,2569
27,05,2016,2561,2580
30,05,2016,2585,2643
31,05,2016,2621,2645.449951
01,06,2016,2577.899902,2642.550049
02,06,2016,2629.5,2651
03,06,2016,2651,2658.600098
06,06,2016,2629.550049,2639.850098
07,06,2016,2627,2638.899902
08,06,2016,2630,2630
09,06,2016,2620,2624.600098
10,06,2016,2577,2602.25
13,06,2016,2550,2555.649902
14,06,2016,2550,2556.899902
15,06,2016,2530,2563.699951
16,06,2016,2560.5,2564.800049
17,06,2016,2559,2609.800049
20,06,2016,2599.5,2662.949951
21,06,2016,2660,2661.100098
22,06,2016,2647.300049,2675.449951
23,06,2016,2654.100098,2657.949951
24,06,2016,2585,2592.100098
27,06,2016,2548,2548
28,06,2016,2495.5,2502
29,06,2016,2477,2509
30,06,2016,2514,2563.800049
01,07,2016,2553.100098,2571
04,07,2016,2520,2525
05,07,2016,2498,2498
07,07,2016,2482.699951,2492.899902
08,07,2016,2435,2443
11,07,2016,2427,2469
12,07,2016,2469,2476.649902
13,07,2016,2476,2498
14,07,2016,2488.5,2526.850098
15,07,2016,2524,2528
18,07,2016,2445,2470
19,07,2016,2430,2467.050049
20,07,2016,2458,2499
21,07,2016,2490,2515
22,07,2016,2490,2520.899902
25,07,2016,2508.5,2555
26,07,2016,2551,2563
27,07,2016,2550,2580
28,07,2016,2577,2626.600098
29,07,2016,2614,2632
01,08,2016,2620,2720
02,08,2016,2696,2716
03,08,2016,2680.5,2694
04,08,2016,2678.699951,2682.050049
05,08,2016,2660,2682.899902
08,08,2016,2648,2666.800049
09,08,2016,2651.899902,2659
10,08,2016,2650,2680
11,08,2016,2670,2715
12,08,2016,2706,2740
16,08,2016,2732.350098,2740
17,08,2016,2695,2695
18,08,2016,2630,2657
19,08,2016,2636,2647.800049
22,08,2016,2581,2593.5
23,08,2016,2536,2606
24,08,2016,2601,2601
25,08,2016,2576,2589.199951
26,08,2016,2555.100098,2571.550049
29,08,2016,2530,2533.949951
30,08,2016,2510,2574.75
31,08,2016,2547,2547
01,09,2016,2529,2530
02,09,2016,2515,2519
06,09,2016,2513.5,2544
07,09,2016,2509,2509
08,09,2016,2367,2367
09,09,2016,2325,2366
12,09,2016,2337.5,2364.600098
14,09,2016,2359.100098,2374.949951
15,09,2016,2339,2344.5
16,09,2016,2345,2376.949951
19,09,2016,2363.800049,2422.949951
20,09,2016,2407.350098,2419.899902
21,09,2016,2406.5,2421.399902
22,09,2016,2428.5,2428.5
23,09,2016,2384,2401.5
26,09,2016,2393,2416.899902
27,09,2016,2405,2445
28,09,2016,2430,2436
29,09,2016,2428,2449.600098
30,09,2016,2435,2448
03,10,2016,2440,2455
04,10,2016,2412,2422.300049
05,10,2016,2406,2413.399902
06,10,2016,2390,2397.550049
07,10,2016,2388,2388
10,10,2016,2370,2385
13,10,2016,2380.100098,2380.100098
14,10,2016,2322,2384.399902
17,10,2016,2367.100098,2377
18,10,2016,2371,2410
19,10,2016,2405,2405
20,10,2016,2390.100098,2408.75
21,10,2016,2398,2431.25
24,10,2016,2428,2430.550049
25,10,2016,2398,2414.399902
26,10,2016,2398.649902,2403.949951
27,10,2016,2380,2425
28,10,2016,2413.25,2415
01,11,2016,2399.25,2399.25
02,11,2016,2340,2340
03,11,2016,2294,2333.550049
04,11,2016,2301,2336
07,11,2016,2331.5,2339
08,11,2016,2280,2307.5
09,11,2016,2220.899902,2275
10,11,2016,2200,2219
11,11,2016,2145,2146
15,11,2016,2105.050049,2156.399902
16,11,2016,2125,2209.5
17,11,2016,2189,2204.699951
18,11,2016,2146,2149.050049
21,11,2016,2130,2141
22,11,2016,2132,2174.899902
23,11,2016,2141.149902,2162.300049
24,11,2016,2155,2208
25,11,2016,2199.949951,2310
28,11,2016,2300,2317.699951
29,11,2016,2280.5,2290.25
30,11,2016,2262.5,2295
01,12,2016,2290,2290
02,12,2016,2265,2269.899902
05,12,2016,2221,2235.149902
06,12,2016,2195,2204
07,12,2016,2190,2190
08,12,2016,2160,2200
09,12,2016,2201.550049,2220.949951
12,12,2016,2195,2215.5
13,12,2016,2244,2244
14,12,2016,2202,2223
15,12,2016,2207.899902,2271.5
16,12,2016,2270.100098,2286
19,12,2016,2288,2296.050049
20,12,2016,2290,2344
21,12,2016,2345,2345
22,12,2016,2312.75,2324.699951
23,12,2016,2309,2315.699951
26,12,2016,2280,2300
27,12,2016,2290,2329
28,12,2016,2325,2349
29,12,2016,2304.899902,2355
30,12,2016,2351.899902,2375.899902
02,01,2017,2365,2375
03,01,2017,2361,2371.350098
04,01,2017,2369.100098,2386
05,01,2017,2378.550049,2387
06,01,2017,2320,2329.800049
09,01,2017,2288,2310
10,01,2017,2319,2328.300049
11,01,2017,2315.449951,2328
12,01,2017,2339.899902,2359.75
13,01,2017,2350,2368
16,01,2017,2252,2273.899902
17,01,2017,2260,2287
18,01,2017,2284.600098,2297
19,01,2017,2295,2297
20,01,2017,2291,2300
23,01,2017,2259,2311
24,01,2017,2310,2324
25,01,2017,2318,2359.949951
27,01,2017,2352.699951,2377.300049
30,01,2017,2340,2348.050049
31,01,2017,2334,2334
01,02,2017,2224.350098,2239.949951
02,02,2017,2170,2218.899902
03,02,2017,2205.800049,2242
06,02,2017,2248.199951,2254.399902
07,02,2017,2241,2250
08,02,2017,2240,2281
09,02,2017,2270,2330.899902
10,02,2017,2304,2420.899902
13,02,2017,2403.300049,2425
14,02,2017,2414,2415
15,02,2017,2400,2427
16,02,2017,2450,2477.5
17,02,2017,2452.050049,2474
20,02,2017,2419,2555
21,02,2017,2516,2525
22,02,2017,2465,2471.449951
23,02,2017,2410,2491
27,02,2017,2481.649902,2500
28,02,2017,2488.899902,2491.25
01,03,2017,2484,2501
02,03,2017,2480,2510
03,03,2017,2501,2501
06,03,2017,2475,2482.449951
07,03,2017,2472,2507.449951
08,03,2017,2499,2520
09,03,2017,2513.899902,2524.899902
10,03,2017,2525,2548.5
14,03,2017,2541.800049,2584
15,03,2017,2565,2570
16,03,2017,2501,2525
17,03,2017,2548,2548
20,03,2017,2518,2523.399902
21,03,2017,2482,2493.899902
22,03,2017,2487,2495
23,03,2017,2478,2486
24,03,2017,2465,2470
27,03,2017,2428,2441
28,03,2017,2412.100098,2441.850098
29,03,2017,2431.25,2447.899902
30,03,2017,2440,2465
31,03,2017,2439,2440
03,04,2017,2435,2435
05,04,2017,2413.300049,2418.5
06,04,2017,2401.199951,2410.050049
07,04,2017,2400,2430
10,04,2017,2430,2448
11,04,2017,2420,2442
12,04,2017,2419.149902,2427
13,04,2017,2400,2408
17,04,2017,2327.850098,2333.050049
18,04,2017,2325,2338.949951
19,04,2017,2285,2348.449951
20,04,2017,2318.899902,2334
21,04,2017,2330,2335.449951
24,04,2017,2300,2337.050049
25,04,2017,2331,2343.300049
26,04,2017,2330.25,2341
27,04,2017,2320,2329.649902
28,04,2017,2301.399902,2302
02,05,2017,2272.100098,2301.5
03,05,2017,2299,2343.5
04,05,2017,2345,2348
05,05,2017,2302,2331.800049
08,05,2017,2325,2346.899902
09,05,2017,2342.449951,2362
10,05,2017,2352.75,2356
11,05,2017,2340,2359.649902
12,05,2017,2349,2369
15,05,2017,2364.5,2375
16,05,2017,2378.699951,2434.800049
17,05,2017,2431.899902,2460
18,05,2017,2451,2565.75
19,05,2017,2546,2550
22,05,2017,2507,2550
23,05,2017,2529.5,2560.600098
24,05,2017,2522.449951,2570
25,05,2017,2572,2633
26,05,2017,2624,2636
29,05,2017,2579,2595.850098
30,05,2017,2572.850098,2575
31,05,2017,2531,2571.550049
01,06,2017,2530,2562.199951
02,06,2017,2542.25,2589
05,06,2017,2565,2620
06,06,2017,2644,2707.399902
07,06,2017,2700,2700
08,06,2017,2610,2610
09,06,2017,2516,2545.5
12,06,2017,2500,2514
13,06,2017,2466.25,2482.449951
14,06,2017,2450.050049,2477
15,06,2017,2465.050049,2469.949951
16,06,2017,2411.100098,2434.899902
19,06,2017,2408.5,2442.850098
20,06,2017,2429.949951,2445
21,06,2017,2441,2441
22,06,2017,2410,2430.100098
23,06,2017,2403,2413
27,06,2017,2360.649902,2386.350098
28,06,2017,2345,2358.300049
29,06,2017,2353,2370.800049
30,06,2017,2330,2377.850098
03,07,2017,2364,2382.949951
04,07,2017,2373.399902,2381.399902
05,07,2017,2364,2364
06,07,2017,2350.050049,2361.300049
07,07,2017,2354.600098,2356
10,07,2017,2333,2452
11,07,2017,2438.800049,2513.399902
12,07,2017,2487.949951,2488
13,07,2017,2449.899902,2471
14,07,2017,2389,2422.649902
17,07,2017,2400,2420.649902
18,07,2017,2397,2440
19,07,2017,2418,2457.899902
20,07,2017,2450,2457.399902
21,07,2017,2445.199951,2499
24,07,2017,2480,2539.199951
25,07,2017,2530,2580
26,07,2017,2555,2573
27,07,2017,2550,2583.699951
28,07,2017,2479.399902,2488.550049
31,07,2017,2470,2516
01,08,2017,2494.050049,2518.899902
02,08,2017,2499,2501.850098
03,08,2017,2479,2501.449951
04,08,2017,2490,2528
07,08,2017,2522,2522.75
08,08,2017,2525,2526
09,08,2017,2495.949951,2521.449951
10,08,2017,2498.399902,2520
11,08,2017,2514,2533.300049
14,08,2017,2501,2505.600098
16,08,2017,2469.149902,2547
17,08,2017,2500,2500
18,08,2017,2475,2546.449951
21,08,2017,2512.850098,2542
22,08,2017,2519.899902,2538
23,08,2017,2500,2520
24,08,2017,2475.300049,2515
28,08,2017,2495.300049,2501.949951
29,08,2017,2485.850098,2493.899902
30,08,2017,2487.5,2491.449951
31,08,2017,2492,2500
01,09,2017,2475,2477
04,09,2017,2456.449951,2462.75
05,09,2017,2457.800049,2482.5
06,09,2017,2470,2474.949951
07,09,2017,2456,2467
08,09,2017,2463,2475
11,09,2017,2474,2480.550049
12,09,2017,2465,2494.449951
13,09,2017,2500,2528.050049
14,09,2017,2490,2497.449951
15,09,2017,2492,2514.449951
18,09,2017,2507,2516.899902
19,09,2017,2499.050049,2503.350098
20,09,2017,2498.300049,2505
21,09,2017,2487.5,2539.699951
22,09,2017,2525,2525.899902
25,09,2017,2528.800049,2533
26,09,2017,2508.199951,2526
27,09,2017,2490,2507.949951
28,09,2017,2495,2511.050049
29,09,2017,2478.449951,2483.449951
03,10,2017,2437,2455.449951
04,10,2017,2470,2470
05,10,2017,2442,2442.550049
06,10,2017,2428,2454.050049
09,10,2017,2448,2467
10,10,2017,2460,2470.600098
11,10,2017,2460,2513.350098
12,10,2017,2501.050049,2555
13,10,2017,2549.899902,2605.600098
16,10,2017,2556.75,2590
17,10,2017,2586,2612.949951
18,10,2017,2590,2611.899902
19,10,2017,2589.050049,2594.949951
23,10,2017,2580.949951,2625.050049
24,10,2017,2610,2619
25,10,2017,2582,2611
26,10,2017,2560,2566.399902
27,10,2017,2545,2590
30,10,2017,2580,2618
31,10,2017,2595.050049,2634.899902
01,11,2017,2622,2622
02,11,2017,2586.5,2670
03,11,2017,2630,2635
06,11,2017,2610,2672.949951
07,11,2017,2671,2743.600098
08,11,2017,2728,2753.100098
09,11,2017,2750,2750
10,11,2017,2717,2729.949951
13,11,2017,2703,2774
14,11,2017,2758,2758
15,11,2017,2715,2749.949951
16,11,2017,2707,2761
17,11,2017,2759,2759
20,11,2017,2718.100098,2725.649902
21,11,2017,2704.75,2704.75
22,11,2017,2670,2709.399902
23,11,2017,2684.100098,2694.25
24,11,2017,2674,2706
27,11,2017,2677,2691.399902
28,11,2017,2687,2697.5
29,11,2017,2679.800049,2692.300049
30,11,2017,2658,2668.550049
01,12,2017,2637,2668.949951
04,12,2017,2627,2658.600098
05,12,2017,2620,2649
06,12,2017,2634,2640
07,12,2017,2631.449951,2644.550049
08,12,2017,2617,2644
11,12,2017,2605,2667
12,12,2017,2656.050049,2659.100098
13,12,2017,2595.100098,2647.550049
14,12,2017,2620.25,2630
15,12,2017,2560,2587.300049
18,12,2017,2533,2585.199951
19,12,2017,2570,2597.399902
20,12,2017,2570,2592
21,12,2017,2590,2606.899902
22,12,2017,2600,2659.899902
26,12,2017,2639.800049,2688
27,12,2017,2636.100098,2657.949951
28,12,2017,2603,2650
29,12,2017,2615,2711.699951
01,01,2018,2689.800049,2692.5
02,01,2018,2642.949951,2677.449951
03,01,2018,2634,2664.050049
04,01,2018,2660,2660
05,01,2018,2651,2694
08,01,2018,2695,2721.350098
09,01,2018,2710,2723.300049
10,01,2018,2712,2816
11,01,2018,2807.199951,2820
12,01,2018,2813,2813
15,01,2018,2790,2803.050049
16,01,2018,2748.199951,2860
17,01,2018,2857.100098,2925
18,01,2018,2895,2925
19,01,2018,2920,2979
22,01,2018,2956,3130
23,01,2018,3115,3137.75
24,01,2018,3100,3254.800049
25,01,2018,3180,3181
29,01,2018,3117.850098,3224
30,01,2018,3119,3199.25
31,01,2018,3131,3147.100098
01,02,2018,3120,3189
02,02,2018,3115,3190
05,02,2018,3111,3185.899902
06,02,2018,3030,3077.850098
07,02,2018,3015,3044
08,02,2018,2971,3026.75
09,02,2018,2960,2991.75
12,02,2018,3008,3018
14,02,2018,2967.899902,2974
15,02,2018,2929,2942.5
16,02,2018,2925,2999
19,02,2018,2940,2952.449951
20,02,2018,2930,2983.449951
21,02,2018,2961,3060
22,02,2018,3045,3077.949951
23,02,2018,3042,3100
26,02,2018,3078.100098,3084.75
27,02,2018,3049.949951,3077.800049
28,02,2018,3040,3062.350098
01,03,2018,3041,3060
05,03,2018,3037.100098,3112.449951
06,03,2018,3133,3133
07,03,2018,3055,3089.75
08,03,2018,3060,3060
09,03,2018,3014,3059.949951
12,03,2018,3035,3080
13,03,2018,2928,2929
14,03,2018,2892.95,2923.05	
15,03,2018,2895.00,2902.55	
16,03,2018,2868.80,2872.0
19,03,2018,2829.00,2848.00
